"","Plot","Year","Subplot","HeatTrt","WaterTrt","RichnessTrt","Yo","S","Dq0","Dq1","Dq2","BP","p.Ag","biomass","invSimpEven","LegumeBiomass","ForbBiomass","C3Biomass","C4Biomass"
"363",301,2019,"SE","Control","Drought",16,135.4,8,8,5.7605796225132,4.57447087759508,0.37274741506647,0.37274741506647,1,0.571808859699385,0.238330871491876,0.328877400295421,0.0221565731166913,0.410635155096012
"364",301,2019,"SW","Heated","Control",16,175.22,7,7,2.78449042455531,2.27319212801219,0.608777536810866,0.166647642963132,1,0.32474173257317,0.203173153749572,0.0148384887569912,0.00125556443328387,0.780732793060153
"365",325,2019,"NE","Control","Drought",4,52.67,4,4,2.27924426786035,2.06044618099488,0.580975887602051,0,1,0.515111545248719,0.580975887602051,0.0113916840706284,0.383520030377824,0.0241123979494969
"366",325,2019,"NW","Heated","Drought",4,144.6,3,3,2.63155169426545,2.33987133749263,0.583679114799447,0,1,0.779957112497542,0.583679114799447,0,0.204218533886584,0.21210235131397
"367",325,2019,"SE","Control","Control",4,147.87,4,4,3.28741011986625,2.95502962140047,0.461215932914046,0,1,0.738757405350117,0.461215932914046,0.0532224251031311,0.292621897612768,0.192939744370055
"368",325,2019,"SW","Heated","Control",4,226.2,4,4,2.61712190476068,2.33027162218748,0.485411140583554,0,1,0.582567905546869,0.485411140583554,0.435897435897436,0.0536251105216623,0.0250663129973475
"369",328,2019,"NE","Control","Control",16,258.05,7,7,3.78450058069287,3.09658046892319,0.435303235807014,0.435303235807014,1,0.442368638417599,0.440457275721759,0,0.0253051734160047,0.534237550862236
"370",328,2019,"NW","Heated","Drought",16,193.73,5,5,1.65362250960688,1.29283514640891,0.875806534868115,0.875806534868115,1,0.258567029281782,0.112166417178547,0,0.0120270479533371,0.875806534868115
"371",328,2019,"SE","Control","Drought",16,154.46,8,8,4.6012276363492,3.5956619523463,0.436358927877768,0.436358927877768,1,0.449457744043288,0.263239673701929,0.145021364754629,0.0828693512883594,0.508869610255082
"372",328,2019,"SW","Heated","Control",16,348.73,7,7,3.37794775423417,2.6979568532869,0.485963352737074,0.35594872824248,0.999999999999999,0.385422407612415,0.600091761534711,0.015484758982594,0.0284747512402145,0.35594872824248
"373",338,2019,"NE","Control","Control",1,180.8,1,1,1,1,1,0,1,1,0,1,0,0
"374",338,2019,"NW","Heated","Drought",1,138.47,1,1,1,1,1,0,1,1,0,1,0,0
"375",338,2019,"SE","Control","Drought",1,104.13,1,1,1,1,1,0,1,1,0,1,0,0
"376",338,2019,"SW","Heated","Control",1,29.27,1,1,1,1,1,0,1,1,0,1,0,0
"377",29,2020,"NE","Control","Control",1,68.8,1,1,1,1,1,0,1,1,1,0,0,0
"378",29,2020,"NW","Heated","Drought",1,90.8,1,1,1,1,1,0,1,1,1,0,0,0
"379",29,2020,"SE","Control","Drought",1,62,1,1,1,1,1,0,1,1,1,0,0,0
"380",29,2020,"SW","Heated","Control",1,105.07,1,1,1,1,1,0,1,1,1,0,0,0
"381",69,2020,"NE","Control","Drought",1,17.47,1,1,1,1,1,0,1,1,0,1,0,0
"382",69,2020,"SE","Control","Control",1,0.4,1,1,1,1,1,0,1,1,0,1,0,0
"383",69,2020,"SW","Heated","Drought",1,1,1,1,1,1,1,0,1,1,0,1,0,0
"384",82,2020,"NE","Control","Drought",16,141.46,8,8,5.75948930908664,4.82825940110752,0.331330411423724,0.18330270041001,1,0.60353242513844,0.205004948395306,0.130072105188746,0.0588859041425138,0.606037042273434
"385",82,2020,"NW","Heated","Control",16,212.8,8,8,4.07156982541547,3.09910744377387,0.502208646616541,0.502208646616541,1,0.387388430471733,0.366259398496241,0.00281954887218045,0.0081296992481203,0.622791353383458
"386",82,2020,"SE","Control","Control",16,261.4,8,8,2.62358116166457,1.95699367972869,0.675095638867636,0.675095638867636,1,0.244624209966086,0.239479724560061,0.0150344299923489,0.00765110941086458,0.737834736036726
"387",82,2020,"SW","Heated","Drought",16,393.79,8,8,3.32809297832076,2.30675528529644,0.624012798699815,0.624012798699815,1,0.288344410662056,0.207902689250616,0.0362121943167678,0.0111734680921303,0.744711648340486
"388",83,2020,"NE","Control","Control",1,1.27,1,1,1,1,1,0,1,1,1,0,0,0
"389",83,2020,"NW","Heated","Drought",1,26.2,1,1,1,1,1,0,1,1,1,0,0,0
"390",83,2020,"SE","Control","Drought",1,22.07,1,1,1,1,1,0,1,1,1,0,0,0
"391",83,2020,"SW","Heated","Control",1,58.27,1,1,1,1,1,0,1,1,1,0,0,0
"392",108,2020,"NE","Control","Drought",16,511.6,6,6,2.08312229086016,1.52839730945188,0.800097732603597,0.0834050039093041,1,0.254732884908647,0.80258014073495,0,0.0287920250195465,0.168627834245504
"393",108,2020,"NW","Heated","Control",16,381.13,8,8,4.64105567367746,3.60652238209561,0.431873638915855,0.249075118725894,0.999999999999999,0.450815297761951,0.499908167816755,0.0907826725789101,0.0232728990108362,0.386036260593498
"394",108,2020,"SE","Control","Control",16,125.08,6,6,3.59436566940409,3.02976602043563,0.473856731691717,0.473856731691717,1,0.504961003405938,0.226015350175887,0,0.0319795330988168,0.742005116725296
"395",108,2020,"SW","Heated","Drought",16,234.46,8,8,4.70057021678881,3.82251109927109,0.363942676789218,0.0995052460974153,1,0.477813887408887,0.681566152008872,0.0167619210099804,0.114859677556939,0.186812249424209
"396",109,2020,"NE","Control","Drought",1,49.33,1,1,1,1,1,1,1,1,0,0,0,1
"397",109,2020,"NW","Heated","Drought",1,54.53,1,1,1,1,1,1,1,1,0,0,0,1
"398",109,2020,"SE","Control","Control",1,52.6,1,1,1,1,1,1,1,1,0,0,0,1
"399",109,2020,"SW","Heated","Control",1,56.67,1,1,1,1,1,1,1,1,0,0,0,1
"400",110,2020,"NE","Control","Control",4,47.4,3,3,1.61678782854936,1.40362845790539,0.827004219409283,0,1,0.46787615263513,0.172995780590717,0,0,0.827004219409283
"401",110,2020,"NW","Heated","Control",4,203.33,4,4,2.9398466562762,2.77309319532365,0.472778242266267,0,1,0.693273298830913,0.522942999065558,0,0.00427875866817489,0.472778242266267
"402",110,2020,"SE","Control","Drought",4,58.07,3,3,1.19889685219675,1.08879202772868,0.957465128293439,0,1,0.362930675909562,0.042534871706561,0,0,0.957465128293439
"403",110,2020,"SW","Heated","Drought",4,30.33,3,3,2.81551900028434,2.66604172710535,0.483679525222552,0,1,0.888680575701782,0.516320474777448,0,0,0.483679525222552
"404",137,2020,"NE","Control","Drought",1,179.33,1,1,1,1,1,0,1,1,1,0,0,0
"405",137,2020,"NW","Heated","Control",1,85.33,1,1,1,1,1,0,1,1,1,0,0,0
"406",137,2020,"SE","Control","Control",1,174.33,1,1,1,1,1,0,1,1,1,0,0,0
"407",137,2020,"SW","Heated","Drought",1,98.13,1,1,1,1,1,0,1,1,1,0,0,0
"408",138,2020,"NE","Control","Drought",4,60.93,3,3,1.44839274077207,1.21341539247585,0.904808796980141,0,1,0.404471797491951,0,0.973740357787625,0.0262596422123749,0
"409",138,2020,"NW","Heated","Drought",4,230.67,2,2,1.17258429687611,1.0773370695411,0.962717301773096,0,1,0.538668534770552,0,0.962717301773096,0.0372826982269042,0
"410",138,2020,"SE","Control","Control",4,146.86,3,3,1.21019012184724,1.09309190711509,0.955535884515865,0,1,0.364363969038362,0,0.99775296200463,0.00224703799536974,0
"411",138,2020,"SW","Heated","Control",4,128.13,3,3,1.18605601059416,1.07050145386231,0.966206196831343,0,1,0.356833817954103,0,0.985951767735893,0.0140482322641068,0
"412",167,2020,"NE","Control","Control",1,129.87,1,1,1,1,1,0,1,1,0,1,0,0
"413",167,2020,"NW","Heated","Control",1,95.93,1,1,1,1,1,0,1,1,0,1,0,0
"414",167,2020,"SE","Control","Drought",1,66.67,1,1,1,1,1,0,1,1,0,1,0,0
"415",167,2020,"SW","Heated","Drought",1,171.93,1,1,1,1,1,0,1,1,0,1,0,0
"416",176,2020,"NE","Control","Drought",4,99.33,3,3,1.79871724049249,1.52241761323399,0.787274740763113,0,1,0.507472537744664,0,0.787274740763113,0.0214436726064633,0.191281586630424
"417",176,2020,"NW","Heated","Control",4,112.13,3,3,1.48307350837936,1.29752306029819,0.868010345135111,0,1,0.432507686766063,0,0.868010345135111,0.000624275394631232,0.131365379470258
"418",176,2020,"SE","Control","Control",4,191,3,3,1.29620787469614,1.13029230534513,0.939267015706806,0,1,0.376764101781709,0,0.939267015706806,0.0121989528795812,0.0485340314136126
"419",176,2020,"SW","Heated","Drought",4,78.07,3,3,1.8113980295647,1.54985996543884,0.776226463430255,0,1,0.516619988479614,0,0.776226463430255,0.0179326245676957,0.205840912002049
"420",201,2020,"NE","Control","Control",4,152,3,3,2.36121785758881,2.1852089839707,0.535526315789474,0,1,0.7284029946569,0.464473684210526,0,0,0.535526315789474
"421",201,2020,"NW","Heated","Control",4,276.06,3,3,1.94791575102467,1.69728331192214,0.724226617402014,0,1,0.565761103974046,0.746685503151489,0,0,0.253314496848511
"422",201,2020,"SE","Control","Drought",4,174,3,3,2.61980227155473,2.36510965489225,0.561666666666667,0,1,0.788369884964085,0.705747126436782,0,0,0.294252873563218
"423",201,2020,"SW","Heated","Drought",4,206,3,3,1.7738809015253,1.53057544096558,0.781553398058252,0,1,0.510191813655194,0.794174757281553,0,0,0.205825242718447
"424",202,2020,"NE","Control","Control",16,526.79,11,11,4.80601301017914,3.60624307606744,0.428500920670476,0.428500920670476,1,0.327840279642494,0.260179578200042,0.223485639438866,0.0297461986749938,0.486588583686099
"425",202,2020,"NW","Heated","Drought",16,459.67,7,7,2.56324471154454,1.82551383048068,0.721104270454892,0.721104270454892,1,0.260787690068669,0.228141927904801,0.00985489590358301,0.0237779276437444,0.738225248547872
"426",202,2020,"SE","Control","Drought",16,530.61,8,8,3.50507485032091,2.35350941849615,0.623565330468706,0.623565330468706,1,0.294188677312019,0.128531313017094,0.206441642637719,0.0170935338572586,0.647933510487929
"427",202,2020,"SW","Heated","Control",16,354.81,6,6,3.52254521467454,2.67157355331791,0.563315577351258,0.563315577351258,1,0.445262258886318,0.104675741946394,0.12984414193512,0.0296778557537837,0.735802260364702
"428",220,2020,"NE","Control","Drought",16,229.07,9,9,3.7304844418373,2.82136058148571,0.477015759374864,0.477015759374864,1,0.313484509053968,0.372549875583882,0.0311258567250186,0.0206487100013096,0.57567555768979
"429",220,2020,"NW","Heated","Control",16,286.19,7,7,3.87910471012321,3.0591819617113,0.478702959572312,0.478702959572312,1,0.437025994530185,0.399944093085013,0,0.0151298088682344,0.584926098046752
"430",220,2020,"SE","Control","Control",16,208.13,8,8,3.35052198064377,2.24751012852094,0.640320953250372,0.640320953250372,1,0.280938766065118,0.280882140969587,0,0.0208043050016816,0.698313554028732
"431",220,2020,"SW","Heated","Drought",16,306.32,8,8,2.26381894822636,1.54305896076441,0.798282841472969,0.798282841472969,1,0.192882370095552,0.133618438234526,0.00760642465395665,0.0300339514233481,0.828741185688169
"432",223,2020,"NE","Control","Drought",4,40.46,3,3,1.51311345001358,1.25195351545597,0.889767671774592,0,1,0.417317838485324,0,0.889767671774592,0.110232328225408,0
"433",223,2020,"NW","Heated","Drought",4,133.94,2,2,1.01463149280141,1.00403978302395,0.997984172017321,0,1,0.502019891511976,0,0.997984172017321,0.00201582798267881,0
"434",223,2020,"SE","Control","Control",4,139.33,3,3,1.26082934820078,1.10588027259497,0.950261967989665,0,1,0.368626757531657,0,0.950261967989665,0.0497380320103352,0
"435",223,2020,"SW","Heated","Control",4,167.01,3,3,1.18697483307392,1.08399891948094,0.959643135141608,0,1,0.361332973160313,0,0.959643135141608,0.0403568648583917,0
"436",229,2020,"NE","Control","Control",4,164.4,4,4,2.60468529262102,2.35078175172631,0.483394160583942,0.0737834549878345,1,0.587695437931577,0.483394160583942,0,0.011374695863747,0.505231143552311
"437",229,2020,"NW","Heated","Control",4,123.73,4,4,3.12021628637632,2.85089368032725,0.42293704032975,0.376626525499071,1,0.712723420081812,0.170775074759557,0,0.0296613594116221,0.799563565828821
"438",229,2020,"SE","Control","Drought",4,98.07,4,4,3.20461910009765,2.85838499481491,0.479249515652085,0.188334862853064,1,0.714596248703727,0.287549709391251,0,0.0448659121035995,0.667584378505149
"439",229,2020,"SW","Heated","Drought",4,114.73,4,4,3.24793206868628,2.83959007651074,0.487492373398414,0.14006798570557,1,0.709897519127686,0.299224265667219,0,0.073215375228798,0.627560359103984
"440",230,2020,"NE","Control","Control",1,27.33,1,1,1,1,1,0,1,1,0,0,0,1
"441",230,2020,"NW","Heated","Drought",1,35.4,1,1,1,1,1,0,1,1,0,0,0,1
"442",230,2020,"SE","Control","Drought",1,30.87,1,1,1,1,1,0,1,1,0,0,0,1
"443",230,2020,"SW","Heated","Control",1,78.8,1,1,1,1,1,0,1,1,0,0,0,1
"444",233,2020,"NE","Control","Drought",4,319,3,3,1.10077121216058,1.03499466251704,0.982852664576802,0,1,0.344998220839012,0.00398119122257053,0.982852664576802,0.013166144200627,0
"445",233,2020,"NW","Heated","Drought",4,205.8,3,3,1.79283802174354,1.44858843307388,0.81958211856171,0,1,0.482862811024626,0.124392614188533,0.81958211856171,0.056025267249757,0
"446",233,2020,"SE","Control","Control",4,94.81,3,3,1.98338070978266,1.62392972577975,0.762261364834933,0,1,0.54130990859325,0.175825334880287,0.762261364834933,0.0619133002847801,0
"447",233,2020,"SW","Heated","Control",4,525.86,3,3,1.37620480244574,1.1878676302872,0.914178678735785,0,1,0.395955876762399,0.0778344045943787,0.914178678735785,0.00798691666983608,0
"448",237,2020,"NE","Control","Drought",1,0.8,1,1,1,1,1,0,1,1,0,0,1,0
"449",237,2020,"NW","Heated","Drought",1,0.13,1,1,1,1,1,0,1,1,0,0,1,0
"450",237,2020,"SE","Control","Control",1,0.27,1,1,1,1,1,0,1,1,0,0,1,0
"451",237,2020,"SW","Heated","Control",1,0.07,1,1,1,1,1,0,1,1,0,0,1,0
"452",253,2020,"NE","Control","Control",16,294.26,8,8,3.54431245582302,2.65445630537693,0.53354176578536,0.288860191667233,1,0.331807038172116,0.556208794943247,0.0185550193706246,0.034663223000068,0.39057296268606
"453",253,2020,"NW","Heated","Control",16,232.67,9,9,4.35061930793258,3.40656780772769,0.408303605965531,0.408303605965531,1,0.378507534191966,0.452099540121202,0.048437701465595,0.0134955086603344,0.485967249752869
"454",253,2020,"SE","Control","Drought",16,118.12,7,7,4.0367766291305,2.87890131609599,0.532763291567897,0.532763291567897,1,0.411271616585142,0.307568574331189,0.0434304097527938,0.0694209278699627,0.579580088046055
"455",253,2020,"SW","Heated","Drought",16,296.93,10,10,4.11975559804655,3.07565571471133,0.445896339204526,0.445896339204526,1,0.307565571471133,0.124170679958239,0.348432290438824,0.024012393493416,0.50338463610952
"456",268,2020,"NE","Control","Drought",1,15.13,1,1,1,1,1,0,1,1,0,0,1,0
"457",268,2020,"NW","Heated","Drought",1,11.8,1,1,1,1,1,0,1,1,0,0,1,0
"458",268,2020,"SE","Control","Control",1,26.87,1,1,1,1,1,0,1,1,0,0,1,0
"459",268,2020,"SW","Heated","Control",1,16.33,1,1,1,1,1,0,1,1,0,0,1,0
"460",273,2020,"NE","Control","Drought",16,388.4,7,7,1.71707785698351,1.2854200748015,0.879840370751802,0.879840370751802,1,0.183631439257357,0.0429196704428424,0.0164778578784758,0.0288362512873326,0.911766220391349
"461",273,2020,"NW","Heated","Control",16,423.4,6,6,1.55171781794657,1.23700311705843,0.89624468587624,0.89624468587624,1,0.206167186176406,0.0684931506849315,0.0141709966934341,0.0168398677373642,0.90049598488427
"462",273,2020,"SE","Control","Control",16,461.19,9,9,2.11803109600834,1.49324891104992,0.811227476744942,0.811227476744942,1,0.165916545672214,0.018495630867972,0.0968364448491945,0.0261714260933672,0.858496498189466
"463",273,2020,"SW","Heated","Drought",16,492.47,6,6,2.41330823740973,1.77651014574585,0.731008995471805,0.731008995471805,0.999999999999999,0.296085024290975,0.087863220094625,0.141734521899811,0.0223363859727496,0.748065872032814
"464",280,2020,"NE","Control","Control",1,28.2,1,1,1,1,1,0,1,1,0,0,0,1
"465",280,2020,"NW","Heated","Control",1,71.6,1,1,1,1,1,0,1,1,0,0,0,1
"466",280,2020,"SE","Control","Drought",1,7.2,1,1,1,1,1,0,1,1,0,0,0,1
"467",280,2020,"SW","Heated","Drought",1,55.6,1,1,1,1,1,0,1,1,0,0,0,1
"468",282,2020,"NE","Control","Drought",1,12.4,1,1,1,1,1,0,1,1,0,0,0,1
"469",282,2020,"NW","Heated","Drought",1,2.13,1,1,1,1,1,0,1,1,0,0,0,1
"470",282,2020,"SE","Control","Control",1,71.73,1,1,1,1,1,0,1,1,0,0,0,1
"471",282,2020,"SW","Heated","Control",1,89.47,1,1,1,1,1,0,1,1,0,0,0,1
"472",286,2020,"NE","Control","Control",4,171.46,4,4,2.14451604163514,2.01447730514927,0.573486527469964,0,1,0.503619326287317,0.409016680275283,0,0.00274116411991135,0.588242155604806
"473",286,2020,"NW","Heated","Control",4,190.13,4,4,2.28979931631593,2.12966000469404,0.519276284647347,0,1,0.532415001173511,0.446010624309683,0,0.00352390469678641,0.550465470993531
"474",286,2020,"SE","Control","Drought",4,114.13,4,4,1.30842763204136,1.11687584431877,0.945675983527556,0,1,0.279218961079693,0.945675983527556,0,0.0181372119512836,0.0361868045211601
"475",286,2020,"SW","Heated","Drought",4,83.13,4,4,2.18963643154488,1.79496829946794,0.708889690845663,0,1,0.448742074866986,0.708889690845663,0,0.00962348129435824,0.281486827859979
"476",290,2020,"NE","Control","Control",1,136.6,1,1,1,1,1,0,1,1,0,1,0,0
"477",290,2020,"NW","Heated","Drought",1,14.8,1,1,1,1,1,0,1,1,0,1,0,0
"478",290,2020,"SE","Control","Drought",1,0.27,1,1,1,1,1,0,1,1,0,1,0,0
"479",291,2020,"NE","Control","Control",1,102.53,1,1,1,1,1,0,1,1,1,0,0,0
"480",291,2020,"NW","Heated","Drought",1,108.27,1,1,1,1,1,0,1,1,1,0,0,0
"481",291,2020,"SE","Control","Drought",1,20,1,1,1,1,1,0,1,1,1,0,0,0
"482",291,2020,"SW","Heated","Control",1,129.8,1,1,1,1,1,0,1,1,1,0,0,0
"483",299,2020,"NE","Control","Control",16,147.53,10,10,5.86252236274172,4.46854612866072,0.370568697891954,0.370568697891954,1,0.446854612866072,0.140988273571477,0.0266386497661493,0.0162678777197858,0.816105198942589
"484",299,2020,"NW","Heated","Control",16,423.79,5,5,3.59939919154742,3.22359596072888,0.369357464782085,0.369357464782085,1,0.644719192145777,0.567096911206022,0,0.0245404563581019,0.408362632435876
"485",299,2020,"SE","Control","Drought",16,210.01,9,9,4.16913570647474,3.14695064014189,0.4352173706014,0.341269463358888,1,0.349661182237988,0.0930431884195991,0.0685681634207895,0.0193800295224037,0.819008618637208
"486",299,2020,"SW","Heated","Drought",16,297.66,8,8,2.8255197313025,2.08456709770232,0.660921857152456,0.660921857152456,1,0.26057088721279,0.18947792783713,0.000907075186454344,0.0481421756366324,0.761472821339784
"487",301,2020,"NE","Control","Control",16,74.73,6,6,3.28681591564125,2.81161220708602,0.481734243275793,0.313127258129265,1,0.468602034514336,0.0133815067576609,0,0.0365315134484143,0.950086979793925
"488",301,2020,"NW","Heated","Drought",16,399.86,10,10,5.10898570400382,4.02751545788848,0.378457460111039,0.251412994548092,1,0.402751545788848,0.0905316860901315,0.55719501825639,0.0391887160506177,0.313084579602861
"489",301,2020,"SE","Control","Drought",16,280.67,9,9,3.76598436465879,2.61170524056395,0.562475505041508,0.242028004418,1,0.290189471173772,0.0432536430683721,0.573876794812413,0.0610325293048776,0.321837032814337
"490",301,2020,"SW","Heated","Control",16,571.06,8,8,4.15382115876029,3.48786895565095,0.394704584456975,0.394704584456975,1,0.435983619456369,0.300616397576437,0.237558225055161,0.0483311736069765,0.413494203761426
"491",325,2020,"NE","Control","Drought",4,137.86,4,4,2.9459736592438,2.68346698534596,0.500942985637603,0,0.999999999999999,0.670866746336489,0.206513854635137,0.500942985637603,0.0116059770781953,0.280937182649064
"492",325,2020,"NW","Heated","Drought",4,414.27,4,4,2.72989461070307,2.22538893549374,0.615226784464238,0,1,0.556347233873435,0.102662514785044,0.615226784464238,0.0397566804258093,0.242354020324909
"493",325,2020,"SE","Control","Control",4,92.6,4,4,2.88265462674652,2.63955754421129,0.463606911447084,0,1,0.659889386052821,0.463606911447084,0.376565874730022,0.0115550755939525,0.148272138228942
"494",325,2020,"SW","Heated","Control",4,333.8,4,4,1.70555244014548,1.36641230207402,0.84700419412822,0,0.999999999999999,0.341603075518505,0.117046135410425,0.84700419412822,0.0115937687237867,0.0243559017375674
"495",328,2020,"NE","Control","Control",16,156.06,5,5,1.80280653574067,1.35021318364556,0.856914007433038,0.856914007433038,0.999999999999999,0.270042636729112,0.0751633986928105,0,0.00980392156862745,0.915032679738561
"496",328,2020,"NW","Heated","Drought",16,281.19,9,9,4.07670652846821,3.13488908638844,0.491482627404957,0.491482627404957,0.999999999999999,0.348321009598716,0.349941320815107,0.118780895479924,0.0293751555887479,0.50190262811622
"497",328,2020,"SE","Control","Drought",16,197.13,5,5,1.68617514496604,1.2867695135379,0.878963120783239,0.878963120783239,1,0.25735390270758,0.0148632881854614,0.0199360827880079,0.0537716227869933,0.911429006239537
"498",328,2020,"SW","Heated","Control",16,203.26,6,6,2.85648042174286,1.99988308940639,0.687444652169635,0.687444652169635,1,0.333313848234398,0.202991242743284,0.0222867263603267,0.0770933779395848,0.697628652956804
"499",338,2020,"NE","Control","Control",1,20.33,1,1,1,1,1,0,1,1,0,1,0,0
"500",338,2020,"NW","Heated","Drought",1,24.47,1,1,1,1,1,0,1,1,0,1,0,0
"501",338,2020,"SE","Control","Drought",1,38.07,1,1,1,1,1,0,1,1,0,1,0,0
"502",338,2020,"SW","Heated","Control",1,13.93,1,1,1,1,1,0,1,1,0,1,0,0
"503",29,2021,"NE","Control","Control",1,68.33,1,1,1,1,1,0,1,1,1,0,0,0
"504",29,2021,"NW","Heated","Drought",1,159.13,1,1,1,1,1,0,1,1,1,0,0,0
"505",29,2021,"SE","Control","Drought",1,22.93,1,1,1,1,1,0,1,1,1,0,0,0
"506",29,2021,"SW","Heated","Control",1,128.33,1,1,1,1,1,0,1,1,1,0,0,0
"507",69,2021,"NE","Control","Drought",1,4.93,1,1,1,1,1,0,1,1,0,1,0,0
"508",69,2021,"NW","Heated","Control",1,0.87,1,1,1,1,1,0,1,1,0,1,0,0
"509",69,2021,"SE","Control","Control",1,15.13,1,1,1,1,1,0,1,1,0,1,0,0
"510",69,2021,"SW","Heated","Drought",1,33.27,1,1,1,1,1,0,1,1,0,1,0,0
"511",82,2021,"NE","Control","Drought",16,76.49,7,7,4.71481237687319,3.94329292371179,0.39573800496797,0.39573800496797,1,0.563327560530255,0.238854752255197,0.00352987318603739,0.0244476402144071,0.733167734344359
"512",82,2021,"NW","Heated","Control",16,266.06,7,7,4.88445937295661,4.25160058628283,0.355295797940314,0.144328346989401,1,0.607371512326118,0.230286401563557,0.247049537698264,0.0195444636548147,0.503119597083365
"513",82,2021,"SE","Control","Control",16,74.21,7,7,3.90558162535742,3.01154862130561,0.489556663522436,0.489556663522436,1,0.430221231615088,0.10605039752055,0.280285675784935,0.000943269101199299,0.612720657593316
"514",82,2021,"SW","Heated","Drought",16,156.19,7,7,3.68104018246994,3.09944312768344,0.436199500608234,0.436199500608234,1,0.442777589669063,0.0230488507586914,0.305589346308983,0.0179268839234266,0.6534349190089
"515",83,2021,"NE","Control","Control",1,20.93,1,1,1,1,1,0,1,1,1,0,0,0
"516",83,2021,"NW","Heated","Drought",1,38.8,1,1,1,1,1,0,1,1,1,0,0,0
"517",83,2021,"SE","Control","Drought",1,1.13,1,1,1,1,1,0,1,1,1,0,0,0
"518",83,2021,"SW","Heated","Control",1,24,1,1,1,1,1,0,1,1,1,0,0,0
"519",108,2021,"NE","Control","Drought",16,183.54,8,8,3.35363672025481,2.69318107903218,0.486705895172714,0.486705895172714,0.999999999999999,0.336647634879023,0.045766590389016,0.0501797973193854,0.05993243979514,0.844121172496458
"520",108,2021,"NW","Heated","Control",16,241.79,6,6,3.78956768333241,3.24117856470227,0.433433971628272,0.433433971628272,0.999999999999999,0.540196427450379,0.241242400430125,0.00330865627197155,0.0220439224120104,0.733405020885892
"521",108,2021,"SE","Control","Control",16,111,7,7,3.42140764592185,2.73891808534221,0.45045045045045,0.393423423423423,0.999999999999999,0.391274012191745,0.45045045045045,0.0378378378378378,0.0840540540540541,0.427657657657657
"522",108,2021,"SW","Heated","Drought",16,224.13,6,6,4.1033730796422,3.38075973535074,0.434881541962254,0.434881541962254,1,0.56345995589179,0.443760317672779,0.0407352875563289,0.0437246241020836,0.471779770668808
"523",109,2021,"NE","Control","Drought",1,64.8,1,1,1,1,1,1,1,1,0,0,0,1
"524",109,2021,"NW","Heated","Drought",1,61.53,1,1,1,1,1,1,1,1,0,0,0,1
"525",109,2021,"SE","Control","Control",1,61.33,1,1,1,1,1,1,1,1,0,0,0,1
"526",109,2021,"SW","Heated","Control",1,88.2,1,1,1,1,1,1,1,1,0,0,0,1
"527",110,2021,"NE","Control","Control",4,51,3,3,2.03080458508772,1.79355833284719,0.690196078431373,0,1,0.59785277761573,0.309803921568627,0,0,0.690196078431373
"528",110,2021,"NW","Heated","Control",4,91.47,3,3,2.73031675973836,2.57460130465579,0.458401661747021,0,1,0.858200434885265,0.54159833825298,0,0,0.458401661747021
"529",110,2021,"SE","Control","Drought",4,78.2,3,3,2.06119203394307,1.70373892355452,0.737468030690537,0,1,0.567912974518174,0.262531969309463,0,0,0.737468030690537
"530",110,2021,"SW","Heated","Drought",4,200.6,4,4,1.99209313934039,1.62164925589492,0.759720837487537,0,0.999999999999999,0.405412313973731,0.231954137587238,0,0.00832502492522433,0.759720837487537
"531",138,2021,"NE","Control","Drought",4,109.2,2,2,1.12174741983245,1.05009525642198,0.975549450549451,0,1,0.525047628210991,0,0.975549450549451,0.0244505494505495,0
"532",138,2021,"NW","Heated","Drought",4,94.53,1,1,1,1,1,0,1,1,0,1,0,0
"533",138,2021,"SE","Control","Control",4,106.4,1,1,1,1,1,0,1,1,0,1,0,0
"534",138,2021,"SW","Heated","Control",4,111.87,1,1,1,1,1,0,1,1,0,1,0,0
"535",167,2021,"NE","Control","Control",1,197.67,1,1,1,1,1,0,1,1,0,1,0,0
"536",167,2021,"NW","Heated","Control",1,211.2,1,1,1,1,1,0,1,1,0,1,0,0
"537",167,2021,"SE","Control","Drought",1,122.4,1,1,1,1,1,0,1,1,0,1,0,0
"538",167,2021,"SW","Heated","Drought",1,39.33,1,1,1,1,1,0,1,1,0,1,0,0
"539",176,2021,"NE","Control","Drought",4,126.4,2,2,1.50298710771736,1.320617527162,0.858623417721519,0,1,0.660308763580999,0,0.858623417721519,0,0.141376582278481
"540",176,2021,"NW","Heated","Control",4,100.34,3,3,1.36685326141056,1.19443285839948,0.910902930037871,0,1,0.398144286133159,0,0.910902930037871,0.00269085110623879,0.08640621885589
"541",176,2021,"SE","Control","Control",4,327.01,3,3,1.30443266682226,1.14531833368142,0.932295648451118,0,1,0.381772777893808,0,0.932295648451118,0.00510687746552093,0.0625974740833614
"542",176,2021,"SW","Heated","Drought",4,158.67,3,3,1.13951143705378,1.05795536059246,0.971828322934392,0,1,0.352651786864153,0,0.971828322934392,0.000441167202369698,0.0277305098632382
"543",201,2021,"NE","Control","Control",4,54.2,2,2,1.12211199993978,1.05028026756326,0.975461254612546,0,1,0.525140133781632,0.0245387453874539,0,0,0.975461254612546
"544",201,2021,"NW","Heated","Control",4,107.73,2,2,1.13299166055613,1.05587235787131,0.972802376311148,0,1,0.527936178935655,0.972802376311148,0,0,0.0271976236888518
"545",201,2021,"SE","Control","Drought",4,50.94,2,2,1.74463862019933,1.58665603386192,0.755202198665096,0,1,0.79332801693096,0.244797801334904,0,0,0.755202198665096
