"","Date","MaxTemp.degF.","MinTemp.degF.","Precip.inches.","TempSource","PrecipSource"
"6566","10/22/1980",55,25,0,"Cedar Weather Station","Cedar Weather Station"
"6567","10/23/1980",48,40,0.23,"Cedar Weather Station","Cedar Weather Station"
"6568","10/24/1980",47,35,0,"Cedar Weather Station","Cedar Weather Station"
"6569","10/25/1980",37,32,0,"Cedar Weather Station","Cedar Weather Station"
"6570","10/26/1980",44,28,0,"Cedar Weather Station","Cedar Weather Station"
"6571","10/27/1980",42,18,0,"Cedar Weather Station","Cedar Weather Station"
"6572","10/28/1980",44,19,0,"Cedar Weather Station","Cedar Weather Station"
"6573","10/29/1980",48,14,0,"Cedar Weather Station","Cedar Weather Station"
"6574","10/30/1980",61,31,0,"Cedar Weather Station","Cedar Weather Station"
"6575","10/31/1980",58,32,0,"Cedar Weather Station","Cedar Weather Station"
"6576","11/1/1980",53,25,0,"Cedar Weather Station","Cedar Weather Station"
"6577","11/2/1980",53,28,0,"Cedar Weather Station","Cedar Weather Station"
"6578","11/3/1980",60,41,0,"Cedar Weather Station","Cedar Weather Station"
"6579","11/4/1980",52,35,0,"Cedar Weather Station","Cedar Weather Station"
"6580","11/5/1980",54,22,0,"Cedar Weather Station","Cedar Weather Station"
"6581","11/6/1980",63,37,0,"Cedar Weather Station","Cedar Weather Station"
"6582","11/7/1980",55,34,0,"Cedar Weather Station","Cedar Weather Station"
"6583","11/8/1980",59,34,0,"Cedar Weather Station","Cedar Weather Station"
"6584","11/9/1980",53,35,0,"Cedar Weather Station","Cedar Weather Station"
"6585","11/10/1980",38,16,0,"Cedar Weather Station","Cedar Weather Station"
"6586","11/11/1980",37,24,0,"Cedar Weather Station","Cedar Weather Station"
"6587","11/12/1980",40,31,0.05,"Cedar Weather Station","Cedar Weather Station"
"6588","11/13/1980",39,32,0.03,"Cedar Weather Station","Cedar Weather Station"
"6589","11/14/1980",35,27,0,"Cedar Weather Station","Cedar Weather Station"
"6590","11/15/1980",44,18,0,"Cedar Weather Station","Cedar Weather Station"
"6591","11/16/1980",45,21,0,"Cedar Weather Station","Cedar Weather Station"
"6592","11/17/1980",39,25,0,"Cedar Weather Station","Cedar Weather Station"
"6593","11/18/1980",41,9,0,"Cedar Weather Station","Cedar Weather Station"
"6594","11/19/1980",51,19,0,"Cedar Weather Station","Cedar Weather Station"
"6595","11/20/1980",45,30,0,"Cedar Weather Station","Cedar Weather Station"
"6596","11/21/1980",50,17,0,"Cedar Weather Station","Cedar Weather Station"
"6597","11/22/1980",57,33,0,"Cedar Weather Station","Cedar Weather Station"
"6598","11/23/1980",50,29,0,"Cedar Weather Station","Cedar Weather Station"
"6599","11/24/1980",33,12,0,"Cedar Weather Station","Cedar Weather Station"
"6600","11/25/1980",38,9,0,"Cedar Weather Station","Cedar Weather Station"
"6601","11/26/1980",43,13,0,"Cedar Weather Station","Cedar Weather Station"
"6602","11/27/1980",42,19,0,"Cedar Weather Station","Cedar Weather Station"
"6603","11/28/1980",29,22,0.03,"Cedar Weather Station","Cedar Weather Station"
"6604","11/29/1980",43,27,0,"Cedar Weather Station","Cedar Weather Station"
"6605","11/30/1980",49,23,0,"Cedar Weather Station","Cedar Weather Station"
"6606","12/1/1980",41,10,0.01,"Cedar Weather Station","Cedar Weather Station"
"6607","12/2/1980",14,-2,0,"Cedar Weather Station","Cedar Weather Station"
"6608","12/3/1980",23,-1,0,"Cedar Weather Station","Cedar Weather Station"
"6609","12/4/1980",33,19,0,"Cedar Weather Station","Cedar Weather Station"
"6610","12/5/1980",36,27,0.01,"Cedar Weather Station","Cedar Weather Station"
"6611","12/6/1980",37,33,0,"Cedar Weather Station","Cedar Weather Station"
"6612","12/7/1980",37,26,0.01,"Cedar Weather Station","Cedar Weather Station"
"6613","12/8/1980",28,6,0.01,"Cedar Weather Station","Cedar Weather Station"
"6614","12/9/1980",26,7,0.03,"Cedar Weather Station","Cedar Weather Station"
"6615","12/10/1980",21,4,0,"Cedar Weather Station","Cedar Weather Station"
"6616","12/11/1980",13,-6,0,"Cedar Weather Station","Cedar Weather Station"
"6617","12/12/1980",51,10,0,"Cedar Weather Station","Cedar Weather Station"
"6618","12/13/1980",44,0,0,"Cedar Weather Station","Cedar Weather Station"
"6619","12/14/1980",23,13,0,"Cedar Weather Station","Cedar Weather Station"
"6620","12/15/1980",29,13,0,"Cedar Weather Station","Cedar Weather Station"
"6621","12/16/1980",29,18,0,"Cedar Weather Station","Cedar Weather Station"
"6622","12/17/1980",44,20,0,"Cedar Weather Station","Cedar Weather Station"
"6623","12/18/1980",44,6,0,"Cedar Weather Station","Cedar Weather Station"
"6624","12/19/1980",8,-9,0,"Cedar Weather Station","Cedar Weather Station"
"6625","12/20/1980",8,-13,0,"Cedar Weather Station","Cedar Weather Station"
"6626","12/21/1980",14,-8,0,"Cedar Weather Station","Cedar Weather Station"
"6627","12/22/1980",26,13,0.04,"Cedar Weather Station","Cedar Weather Station"
"6628","12/23/1980",27,16,0.01,"Cedar Weather Station","Cedar Weather Station"
"6629","12/24/1980",18,-9,0,"Cedar Weather Station","Cedar Weather Station"
"6630","12/25/1980",15,-14,0,"Cedar Weather Station","Cedar Weather Station"
"6631","12/26/1980",21,11,0,"Cedar Weather Station","Cedar Weather Station"
"6632","12/27/1980",28,7,0,"Cedar Weather Station","Cedar Weather Station"
"6633","12/28/1980",34,25,0,"Cedar Weather Station","Cedar Weather Station"
"6634","12/29/1980",34,16,0,"Cedar Weather Station","Cedar Weather Station"
"6635","12/30/1980",41,23,0,"Cedar Weather Station","Cedar Weather Station"
"6636","12/31/1980",37,29,0,"Cedar Weather Station","Cedar Weather Station"
"6637","1/1/1981",31,23,0,"Cedar Weather Station","Cedar Weather Station"
"6638","1/2/1981",25,5,0,"Cedar Weather Station","Cedar Weather Station"
"6639","1/3/1981",16,-13,0,"Cedar Weather Station","Cedar Weather Station"
"6640","1/4/1981",8,-20,0,"Cedar Weather Station","Cedar Weather Station"
"6641","1/5/1981",28,-5,0,"Cedar Weather Station","Cedar Weather Station"
"6642","1/6/1981",28,9,0.01,"Cedar Weather Station","Cedar Weather Station"
"6643","1/7/1981",11,-11,0,"Cedar Weather Station","Cedar Weather Station"
"6644","1/8/1981",10,-6,0,"Cedar Weather Station","Cedar Weather Station"
"6645","1/9/1981",12,-1,0,"Cedar Weather Station","Cedar Weather Station"
"6646","1/10/1981",10,-16,0,"Cedar Weather Station","Cedar Weather Station"
"6647","1/11/1981",19,-10,0,"Cedar Weather Station","Cedar Weather Station"
"6648","1/12/1981",42,0,0,"Cedar Weather Station","Cedar Weather Station"
"6649","1/13/1981",31,13,0,"Cedar Weather Station","Cedar Weather Station"
"6650","1/14/1981",29,16,0.16,"Cedar Weather Station","Cedar Weather Station"
"6651","1/15/1981",27,-3,0,"Cedar Weather Station","Cedar Weather Station"
"6652","1/16/1981",18,-6,0,"Cedar Weather Station","Cedar Weather Station"
"6653","1/17/1981",40,2,0,"Cedar Weather Station","Cedar Weather Station"
"6654","1/18/1981",46,16,0,"Cedar Weather Station","Cedar Weather Station"
"6655","1/19/1981",45,14,0,"Cedar Weather Station","Cedar Weather Station"
"6656","1/20/1981",36,11,0,"Cedar Weather Station","Cedar Weather Station"
"6657","1/21/1981",42,17,0,"Cedar Weather Station","Cedar Weather Station"
"6658","1/22/1981",49,14,0,"Cedar Weather Station","Cedar Weather Station"
"6659","1/23/1981",50,15,0,"Cedar Weather Station","Cedar Weather Station"
"6660","1/24/1981",53,18,0,"Cedar Weather Station","Cedar Weather Station"
"6661","1/25/1981",51,33,0,"Cedar Weather Station","Cedar Weather Station"
"6662","1/26/1981",36,26,0,"Cedar Weather Station","Cedar Weather Station"
"6663","1/27/1981",27,14,0.03,"Cedar Weather Station","Cedar Weather Station"
"6664","1/28/1981",22,4,0,"Cedar Weather Station","Cedar Weather Station"
"6665","1/29/1981",22,-5,0,"Cedar Weather Station","Cedar Weather Station"
"6666","1/30/1981",28,-8,0,"Cedar Weather Station","Cedar Weather Station"
"6667","1/31/1981",29,16,0,"Cedar Weather Station","Cedar Weather Station"
"6668","2/1/1981",28,10,0.29,"Cedar Weather Station","Cedar Weather Station"
"6669","2/2/1981",11,-12,0,"Cedar Weather Station","Cedar Weather Station"
"6670","2/3/1981",15,-15,0,"Cedar Weather Station","Cedar Weather Station"
"6671","2/4/1981",11,-10,0,"Cedar Weather Station","Cedar Weather Station"
"6672","2/5/1981",25,-1,0,"Cedar Weather Station","Cedar Weather Station"
"6673","2/6/1981",28,9,0,"Cedar Weather Station","Cedar Weather Station"
"6674","2/7/1981",26,14,0.17,"Cedar Weather Station","Cedar Weather Station"
"6675","2/8/1981",19,2,0.02,"Cedar Weather Station","Cedar Weather Station"
"6676","2/9/1981",10,-7,0,"Cedar Weather Station","Cedar Weather Station"
"6677","2/10/1981",3,-6,0.07,"Cedar Weather Station","Cedar Weather Station"
"6678","2/11/1981",3,-25,0,"Cedar Weather Station","Cedar Weather Station"
"6679","2/12/1981",19,-14,0,"Cedar Weather Station","Cedar Weather Station"
"6680","2/13/1981",39,-10,0,"Cedar Weather Station","Cedar Weather Station"
"6681","2/14/1981",40,6,0,"Cedar Weather Station","Cedar Weather Station"
"6682","2/15/1981",48,36,0,"Cedar Weather Station","Cedar Weather Station"
"6683","2/16/1981",56,32,0,"Cedar Weather Station","Cedar Weather Station"
"6684","2/17/1981",55,31,0,"Cedar Weather Station","Cedar Weather Station"
"6685","2/18/1981",58,39,0.1,"Cedar Weather Station","Cedar Weather Station"
"6686","2/19/1981",58,29,0,"Cedar Weather Station","Cedar Weather Station"
"6687","2/20/1981",56,24,0,"Cedar Weather Station","Cedar Weather Station"
"6688","2/21/1981",52,34,0.09,"Cedar Weather Station","Cedar Weather Station"
"6689","2/22/1981",39,32,0.3,"Cedar Weather Station","Cedar Weather Station"
"6690","2/23/1981",43,29,0.1,"Cedar Weather Station","Cedar Weather Station"
"6691","2/24/1981",48,28,0,"Cedar Weather Station","Cedar Weather Station"
"6692","2/25/1981",43,19,0,"Cedar Weather Station","Cedar Weather Station"
"6693","2/26/1981",36,18,0,"Cedar Weather Station","Cedar Weather Station"
"6694","2/27/1981",33,26,0.06,"Cedar Weather Station","Cedar Weather Station"
"6695","2/28/1981",34,28,0,"Cedar Weather Station","Cedar Weather Station"
"6696","3/1/1981",38,21,0,"Cedar Weather Station","Cedar Weather Station"
"6697","3/2/1981",32,13,0,"Cedar Weather Station","Cedar Weather Station"
"6698","3/3/1981",42,10,0,"Cedar Weather Station","Cedar Weather Station"
"6699","3/4/1981",41,23,0,"Cedar Weather Station","Cedar Weather Station"
"6700","3/5/1981",39,11,0,"Cedar Weather Station","Cedar Weather Station"
"6701","3/6/1981",33,11,0,"Cedar Weather Station","Cedar Weather Station"
"6702","3/7/1981",40,9,0,"Cedar Weather Station","Cedar Weather Station"
"6703","3/8/1981",45,14,0,"Cedar Weather Station","Cedar Weather Station"
"6704","3/9/1981",42,24,0,"Cedar Weather Station","Cedar Weather Station"
"6705","3/10/1981",30,28,0,"Cedar Weather Station","Cedar Weather Station"
"6706","3/11/1981",54,13,0,"Cedar Weather Station","Cedar Weather Station"
"6707","3/12/1981",55,32,0,"Cedar Weather Station","Cedar Weather Station"
"6708","3/13/1981",49,26,0,"Cedar Weather Station","Cedar Weather Station"
"6709","3/14/1981",60,13,0,"Cedar Weather Station","Cedar Weather Station"
"6710","3/15/1981",61,35,0,"Cedar Weather Station","Cedar Weather Station"
"6711","3/16/1981",53,17,0,"Cedar Weather Station","Cedar Weather Station"
"6712","3/17/1981",48,25,0,"Cedar Weather Station","Cedar Weather Station"
"6713","3/18/1981",38,20,0,"Cedar Weather Station","Cedar Weather Station"
"6714","3/19/1981",43,23,0,"Cedar Weather Station","Cedar Weather Station"
"6715","3/20/1981",46,18,0,"Cedar Weather Station","Cedar Weather Station"
"6716","3/21/1981",51,19,0,"Cedar Weather Station","Cedar Weather Station"
"6717","3/22/1981",59,21,0,"Cedar Weather Station","Cedar Weather Station"
"6718","3/23/1981",58,23,0,"Cedar Weather Station","Cedar Weather Station"
"6719","3/24/1981",60,25,0,"Cedar Weather Station","Cedar Weather Station"
"6720","3/25/1981",58,34,0.07,"Cedar Weather Station","Cedar Weather Station"
"6721","3/26/1981",48,32,0,"Cedar Weather Station","Cedar Weather Station"
"6722","3/27/1981",59,32,0,"Cedar Weather Station","Cedar Weather Station"
"6723","3/28/1981",74,43,0,"Cedar Weather Station","Cedar Weather Station"
"6724","3/29/1981",72,45,0.91,"Cedar Weather Station","Cedar Weather Station"
"6725","3/30/1981",48,35,0.43,"Cedar Weather Station","Cedar Weather Station"
"6726","3/31/1981",61,38,0,"Cedar Weather Station","Cedar Weather Station"
"6727","4/1/1981",54,35,0.11,"Cedar Weather Station","Cedar Weather Station"
"6728","4/2/1981",74,32,0,"Cedar Weather Station","Cedar Weather Station"
"6729","4/3/1981",74,42,0.03,"Cedar Weather Station","Cedar Weather Station"
"6730","4/4/1981",43,28,1.26,"Cedar Weather Station","Cedar Weather Station"
"6731","4/5/1981",45,22,0,"Cedar Weather Station","Cedar Weather Station"
"6732","4/6/1981",59,15,0,"Cedar Weather Station","Cedar Weather Station"
"6733","4/7/1981",65,44,0,"Cedar Weather Station","Cedar Weather Station"
"6734","4/8/1981",64,39,0,"Cedar Weather Station","Cedar Weather Station"
"6735","4/9/1981",68,16,0,"Cedar Weather Station","Cedar Weather Station"
"6736","4/10/1981",71,43,0.1,"Cedar Weather Station","Cedar Weather Station"
"6737","4/11/1981",66,39,0,"Cedar Weather Station","Cedar Weather Station"
"6738","4/12/1981",67,35,0,"Cedar Weather Station","Cedar Weather Station"
"6739","4/13/1981",64,41,0.33,"Cedar Weather Station","Cedar Weather Station"
"6740","4/14/1981",47,26,0,"Cedar Weather Station","Cedar Weather Station"
"6741","4/15/1981",62,24,0,"Cedar Weather Station","Cedar Weather Station"
"6742","4/16/1981",63,27,0,"Cedar Weather Station","Cedar Weather Station"
"6743","4/17/1981",71,36,0,"Cedar Weather Station","Cedar Weather Station"
"6744","4/18/1981",60,27,0.03,"Cedar Weather Station","Cedar Weather Station"
"6745","4/19/1981",57,40,0.07,"Cedar Weather Station","Cedar Weather Station"
"6746","4/20/1981",50,26,0,"Cedar Weather Station","Cedar Weather Station"
"6747","4/21/1981",47,36,0.21,"Cedar Weather Station","Cedar Weather Station"
"6748","4/22/1981",55,42,0.56,"Cedar Weather Station","Cedar Weather Station"
"6749","4/23/1981",50,37,0.55,"Cedar Weather Station","Cedar Weather Station"
"6750","4/24/1981",55,37,0,"Cedar Weather Station","Cedar Weather Station"
"6751","4/25/1981",56,34,0,"Cedar Weather Station","Cedar Weather Station"
"6752","4/26/1981",70,39,0,"Cedar Weather Station","Cedar Weather Station"
"6753","4/27/1981",69,48,0,"Cedar Weather Station","Cedar Weather Station"
"6754","4/28/1981",61,45,0,"Cedar Weather Station","Cedar Weather Station"
"6755","4/29/1981",59,45,0.65,"Cedar Weather Station","Cedar Weather Station"
"6756","4/30/1981",64,38,0,"Cedar Weather Station","Cedar Weather Station"
"6757","5/1/1981",61,35,0,"Cedar Weather Station","Cedar Weather Station"
"6758","5/2/1981",73,38,0,"Cedar Weather Station","Cedar Weather Station"
"6759","5/3/1981",73,57,0.11,"Cedar Weather Station","Cedar Weather Station"
"6760","5/4/1981",65,55,0.11,"Cedar Weather Station","Cedar Weather Station"
"6761","5/5/1981",63,47,0.16,"Cedar Weather Station","Cedar Weather Station"
"6762","5/6/1981",62,32,0,"Cedar Weather Station","Cedar Weather Station"
"6763","5/7/1981",66,33,0,"Cedar Weather Station","Cedar Weather Station"
"6764","5/8/1981",62,47,0,"Cedar Weather Station","Cedar Weather Station"
"6765","5/9/1981",60,42,0.11,"Cedar Weather Station","Cedar Weather Station"
"6766","5/10/1981",57,26,0,"Cedar Weather Station","Cedar Weather Station"
"6767","5/11/1981",62,28,0,"Cedar Weather Station","Cedar Weather Station"
"6768","5/12/1981",61,31,0,"Cedar Weather Station","Cedar Weather Station"
"6769","5/13/1981",70,34,0,"Cedar Weather Station","Cedar Weather Station"
"6770","5/14/1981",74,37,0,"Cedar Weather Station","Cedar Weather Station"
"6771","5/15/1981",77,37,0,"Cedar Weather Station","Cedar Weather Station"
"6772","5/16/1981",75,43,0,"Cedar Weather Station","Cedar Weather Station"
"6773","5/17/1981",69,42,0,"Cedar Weather Station","Cedar Weather Station"
"6774","5/18/1981",68,33,0,"Cedar Weather Station","Cedar Weather Station"
"6775","5/19/1981",76,32,0,"Cedar Weather Station","Cedar Weather Station"
"6776","5/20/1981",80,38,0,"Cedar Weather Station","Cedar Weather Station"
"6777","5/21/1981",82,44,0,"Cedar Weather Station","Cedar Weather Station"
"6778","5/22/1981",81,60,0,"Cedar Weather Station","Cedar Weather Station"
"6779","5/23/1981",75,60,0.31,"Cedar Weather Station","Cedar Weather Station"
"6780","5/24/1981",70,52,0.22,"Cedar Weather Station","Cedar Weather Station"
"6781","5/25/1981",60,49,0,"Cedar Weather Station","Cedar Weather Station"
"6782","5/26/1981",60,44,0.05,"Cedar Weather Station","Cedar Weather Station"
"6783","5/27/1981",71,48,0,"Cedar Weather Station","Cedar Weather Station"
"6784","5/28/1981",68,54,0.26,"Cedar Weather Station","Cedar Weather Station"
"6785","5/29/1981",77,52,0,"Cedar Weather Station","Cedar Weather Station"
"6786","5/30/1981",67,47,0,"Cedar Weather Station","Cedar Weather Station"
"6787","5/31/1981",73,41,0,"Cedar Weather Station","Cedar Weather Station"
"6788","6/1/1981",81,55,0,"Cedar Weather Station","Cedar Weather Station"
"6789","6/2/1981",78,55,0,"Cedar Weather Station","Cedar Weather Station"
"6790","6/3/1981",75,55,0,"Cedar Weather Station","Cedar Weather Station"
"6791","6/4/1981",79,47,0,"Cedar Weather Station","Cedar Weather Station"
"6792","6/5/1981",83,61,0,"Cedar Weather Station","Cedar Weather Station"
"6793","6/6/1981",84,48,0,"Cedar Weather Station","Cedar Weather Station"
"6794","6/7/1981",88,57,0,"Cedar Weather Station","Cedar Weather Station"
"6795","6/8/1981",85,54,0,"Cedar Weather Station","Cedar Weather Station"
"6796","6/9/1981",71,51,0,"Cedar Weather Station","Cedar Weather Station"
"6797","6/10/1981",77,49,0.17,"Cedar Weather Station","Cedar Weather Station"
"6798","6/11/1981",79,47,0,"Cedar Weather Station","Cedar Weather Station"
"6799","6/12/1981",79,57,0.25,"Cedar Weather Station","Cedar Weather Station"
"6800","6/13/1981",80,63,1.76,"Cedar Weather Station","Cedar Weather Station"
"6801","6/14/1981",82,63,1.31,"Cedar Weather Station","Cedar Weather Station"
"6802","6/15/1981",73,58,0,"Cedar Weather Station","Cedar Weather Station"
"6803","6/16/1981",73,50,0,"Cedar Weather Station","Cedar Weather Station"
"6804","6/17/1981",81,48,0,"Cedar Weather Station","Cedar Weather Station"
"6805","6/18/1981",76,47,0,"Cedar Weather Station","Cedar Weather Station"
"6806","6/19/1981",69,46,0.02,"Cedar Weather Station","Cedar Weather Station"
"6807","6/20/1981",71,52,0.1,"Cedar Weather Station","Cedar Weather Station"
"6808","6/21/1981",67,52,0.22,"Cedar Weather Station","Cedar Weather Station"
"6809","6/22/1981",67,52,0.13,"Cedar Weather Station","Cedar Weather Station"
"6810","6/23/1981",66,43,0.57,"Cedar Weather Station","Cedar Weather Station"
"6811","6/24/1981",76,56,0,"Cedar Weather Station","Cedar Weather Station"
"6812","6/25/1981",79,52,0,"Cedar Weather Station","Cedar Weather Station"
"6813","6/26/1981",80,50,0,"Cedar Weather Station","Cedar Weather Station"
"6814","6/27/1981",86,59,0,"Cedar Weather Station","Cedar Weather Station"
"6815","6/28/1981",79,68,0.82,"Cedar Weather Station","Cedar Weather Station"
"6816","6/29/1981",78,65,0,"Cedar Weather Station","Cedar Weather Station"
"6817","6/30/1981",78,54,0,"Cedar Weather Station","Cedar Weather Station"
"6818","7/1/1981",79,59,0,"Cedar Weather Station","Cedar Weather Station"
"6819","7/2/1981",83,58,0,"Cedar Weather Station","Cedar Weather Station"
"6820","7/3/1981",83,65,0,"Cedar Weather Station","Cedar Weather Station"
"6821","7/4/1981",86,65,0,"Cedar Weather Station","Cedar Weather Station"
"6822","7/5/1981",88,58,0,"Cedar Weather Station","Cedar Weather Station"
"6823","7/6/1981",91,60,0,"Cedar Weather Station","Cedar Weather Station"
"6824","7/7/1981",90,68,0,"Cedar Weather Station","Cedar Weather Station"
"6825","7/8/1981",90,73,0,"Cedar Weather Station","Cedar Weather Station"
"6826","7/9/1981",86,51,0,"Cedar Weather Station","Cedar Weather Station"
"6827","7/10/1981",89,53,0,"Cedar Weather Station","Cedar Weather Station"
"6828","7/11/1981",83,65,0.94,"Cedar Weather Station","Cedar Weather Station"
"6829","7/12/1981",82,68,0.66,"Cedar Weather Station","Cedar Weather Station"
"6830","7/13/1981",86,67,0,"Cedar Weather Station","Cedar Weather Station"
"6831","7/14/1981",82,62,0.3,"Cedar Weather Station","Cedar Weather Station"
"6832","7/15/1981",70,59,0,"Cedar Weather Station","Cedar Weather Station"
"6833","7/16/1981",82,58,0,"Cedar Weather Station","Cedar Weather Station"
"6834","7/17/1981",88,62,0,"Cedar Weather Station","Cedar Weather Station"
"6835","7/18/1981",84,60,0,"Cedar Weather Station","Cedar Weather Station"
"6836","7/19/1981",86,61,0,"Cedar Weather Station","Cedar Weather Station"
"6837","7/20/1981",84,65,0.17,"Cedar Weather Station","Cedar Weather Station"
"6838","7/21/1981",72,59,0,"Cedar Weather Station","Cedar Weather Station"
"6839","7/22/1981",76,54,0,"Cedar Weather Station","Cedar Weather Station"
"6840","7/23/1981",76,60,0,"Cedar Weather Station","Cedar Weather Station"
"6841","7/24/1981",78,62,0,"Cedar Weather Station","Cedar Weather Station"
"6842","7/25/1981",76,61,0,"Cedar Weather Station","Cedar Weather Station"
"6843","7/26/1981",75,56,0,"Cedar Weather Station","Cedar Weather Station"
"6844","7/27/1981",70,47,0,"Cedar Weather Station","Cedar Weather Station"
"6845","7/28/1981",77,49,0,"Cedar Weather Station","Cedar Weather Station"
"6846","7/29/1981",77,48,0,"Cedar Weather Station","Cedar Weather Station"
"6847","7/30/1981",85,65,0,"Cedar Weather Station","Cedar Weather Station"
"6848","7/31/1981",83,67,0,"Cedar Weather Station","Cedar Weather Station"
"6849","8/1/1981",78,65,0.5,"Cedar Weather Station","Cedar Weather Station"
"6850","8/2/1981",80,65,0,"Cedar Weather Station","Cedar Weather Station"
"6851","8/3/1981",85,65,0,"Cedar Weather Station","Cedar Weather Station"
"6852","8/4/1981",82,59,0,"Cedar Weather Station","Cedar Weather Station"
"6853","8/5/1981",84,67,0,"Cedar Weather Station","Cedar Weather Station"
"6854","8/6/1981",80,64,0,"Cedar Weather Station","Cedar Weather Station"
"6855","8/7/1981",76,62,0.89,"Cedar Weather Station","Cedar Weather Station"
"6856","8/8/1981",81,55,0,"Cedar Weather Station","Cedar Weather Station"
"6857","8/9/1981",78,59,0.44,"Cedar Weather Station","Cedar Weather Station"
"6858","8/10/1981",77,52,0,"Cedar Weather Station","Cedar Weather Station"
"6859","8/11/1981",82,57,0.13,"Cedar Weather Station","Cedar Weather Station"
"6860","8/12/1981",88,63,0,"Cedar Weather Station","Cedar Weather Station"
"6861","8/13/1981",88,65,0,"Cedar Weather Station","Cedar Weather Station"
"6862","8/14/1981",82,67,0,"Cedar Weather Station","Cedar Weather Station"
"6863","8/15/1981",80,61,0,"Cedar Weather Station","Cedar Weather Station"
"6864","8/16/1981",75,51,0,"Cedar Weather Station","Cedar Weather Station"
"6865","8/17/1981",76,46,0,"Cedar Weather Station","Cedar Weather Station"
"6866","8/18/1981",78,44,0,"Cedar Weather Station","Cedar Weather Station"
"6867","8/19/1981",79,47,0,"Cedar Weather Station","Cedar Weather Station"
"6868","8/20/1981",80,52,0,"Cedar Weather Station","Cedar Weather Station"
"6869","8/21/1981",78,58,0,"Cedar Weather Station","Cedar Weather Station"
"6870","8/22/1981",80,62,0.09,"Cedar Weather Station","Cedar Weather Station"
"6871","8/23/1981",82,65,0.06,"Cedar Weather Station","Cedar Weather Station"
"6872","8/24/1981",78,65,0.89,"Cedar Weather Station","Cedar Weather Station"
"6873","8/25/1981",77,64,0.58,"Cedar Weather Station","Cedar Weather Station"
"6874","8/26/1981",68,62,0.29,"Cedar Weather Station","Cedar Weather Station"
"6875","8/27/1981",70,62,0.09,"Cedar Weather Station","Cedar Weather Station"
"6876","8/28/1981",68,56,0.06,"Cedar Weather Station","Cedar Weather Station"
"6877","8/29/1981",74,59,0,"Cedar Weather Station","Cedar Weather Station"
"6878","8/30/1981",79,52,0,"Cedar Weather Station","Cedar Weather Station"
"6879","8/31/1981",80,67,0,"Cedar Weather Station","Cedar Weather Station"
"6880","9/1/1981",69,56,0,"Cedar Weather Station","Cedar Weather Station"
"6881","9/2/1981",74,43,0,"Cedar Weather Station","Cedar Weather Station"
"6882","9/3/1981",70,53,0,"Cedar Weather Station","Cedar Weather Station"
"6883","9/4/1981",70,43,0,"Cedar Weather Station","Cedar Weather Station"
"6884","9/5/1981",72,45,0,"Cedar Weather Station","Cedar Weather Station"
"6885","9/6/1981",81,53,0,"Cedar Weather Station","Cedar Weather Station"
"6886","9/7/1981",78,58,0.15,"Cedar Weather Station","Cedar Weather Station"
"6887","9/8/1981",77,48,0,"Cedar Weather Station","Cedar Weather Station"
"6888","9/9/1981",86,51,0,"Cedar Weather Station","Cedar Weather Station"
"6889","9/10/1981",90,55,0,"Cedar Weather Station","Cedar Weather Station"
"6890","9/11/1981",85,60,0,"Cedar Weather Station","Cedar Weather Station"
"6891","9/12/1981",82,46,0,"Cedar Weather Station","Cedar Weather Station"
"6892","9/13/1981",87,52,0,"Cedar Weather Station","Cedar Weather Station"
"6893","9/14/1981",80,45,0,"Cedar Weather Station","Cedar Weather Station"
"6894","9/15/1981",69,47,0.1,"Cedar Weather Station","Cedar Weather Station"
"6895","9/16/1981",60,42,0,"Cedar Weather Station","Cedar Weather Station"
"6896","9/17/1981",62,35,0,"Cedar Weather Station","Cedar Weather Station"
"6897","9/18/1981",70,34,0,"Cedar Weather Station","Cedar Weather Station"
"6898","9/19/1981",75,43,0,"Cedar Weather Station","Cedar Weather Station"
"6899","9/20/1981",71,39,0,"Cedar Weather Station","Cedar Weather Station"
"6900","9/21/1981",68,48,0,"Cedar Weather Station","Cedar Weather Station"
"6901","9/22/1981",63,39,0,"Cedar Weather Station","Cedar Weather Station"
"6902","9/23/1981",57,42,0.09,"Cedar Weather Station","Cedar Weather Station"
"6903","9/24/1981",69,49,0,"Cedar Weather Station","Cedar Weather Station"
"6904","9/25/1981",65,57,0.05,"Cedar Weather Station","Cedar Weather Station"
"6905","9/26/1981",66,55,0.43,"Cedar Weather Station","Cedar Weather Station"
"6906","9/27/1981",59,48,0.05,"Cedar Weather Station","Cedar Weather Station"
"6907","9/28/1981",60,29,0.05,"Cedar Weather Station","Cedar Weather Station"
"6908","9/29/1981",64,43,0.12,"Cedar Weather Station","Cedar Weather Station"
"6909","9/30/1981",62,48,0.09,"Cedar Weather Station","Cedar Weather Station"
"6910","10/1/1981",52,36,0.17,"Cedar Weather Station","Cedar Weather Station"
"6911","10/2/1981",55,24,0,"Cedar Weather Station","Cedar Weather Station"
"6912","10/3/1981",57,36,0.33,"Cedar Weather Station","Cedar Weather Station"
"6913","10/4/1981",55,42,0.79,"Cedar Weather Station","Cedar Weather Station"
"6914","10/5/1981",55,48,0.2,"Cedar Weather Station","Cedar Weather Station"
"6915","10/6/1981",57,40,0.07,"Cedar Weather Station","Cedar Weather Station"
"6916","10/7/1981",61,28,0,"Cedar Weather Station","Cedar Weather Station"
"6917","10/8/1981",64,38,0,"Cedar Weather Station","Cedar Weather Station"
